"","id","orden","palabra","valoracion"
"815","-M9k2eP8KzP_ug5AEgi2",5,"Avance",7
"816","-M9k3S17qLMYq8NEqhGd",1,"mal uso",3
"817","-M9k3S17qLMYq8NEqhGd",2,"mentira",3
"818","-M9k3S17qLMYq8NEqhGd",3,"desigualdad",3
"819","-M9k3S17qLMYq8NEqhGd",4,"miedo",2
"820","-M9k3S17qLMYq8NEqhGd",5,"incognita",7
"821","-M9k3S17qLMYq8NEqhGd",6,"innovacion",8
"822","-M9k3S17qLMYq8NEqhGd",7,"control centralizado",2
"823","-M9k6fFUsDBZCdDiH8_B",1,"Robots",6
"824","-M9k6fFUsDBZCdDiH8_B",2,"Avances",10
"825","-M9k6fFUsDBZCdDiH8_B",3,"Reemplazo",3
"826","-M9k6fFUsDBZCdDiH8_B",4,"Rapidez",9
"827","-M9k6fFUsDBZCdDiH8_B",5,"Ayuda",8
"828","-M9kWJhx1QdfUl0Z-QDi",1,"Celular",7
"829","-M9kWJhx1QdfUl0Z-QDi",2,"Pc",6
"830","-M9kWJhx1QdfUl0Z-QDi",3,"Robot",5
"831","-M9kWJhx1QdfUl0Z-QDi",4,"Chip",6
"832","-M9kWJhx1QdfUl0Z-QDi",5,"Memoria",7
"833","-M9mv5al3ugA2X9zMdXJ",1,"Nanotecnología",10
"834","-M9mv5al3ugA2X9zMdXJ",2,"Robótica",9
"835","-M9mv5al3ugA2X9zMdXJ",3,"Sistema operativo",6
"836","-M9mv5al3ugA2X9zMdXJ",4,"Internet",6
"837","-M9mv5al3ugA2X9zMdXJ",5,"Aplicacion Energia nuclear",8
"838","-M9o6jO-Vw1_VlgYy2N8",1,"IA",8
"839","-M9o6jO-Vw1_VlgYy2N8",2,"BLACK MIRROR",9
"840","-M9o6jO-Vw1_VlgYy2N8",3,"GOOGLE HOME",9
"841","-M9o6jO-Vw1_VlgYy2N8",4,"FINTECH",9
"842","-M9o6jO-Vw1_VlgYy2N8",5,"OK GOOGLE",10
"843","-M9oz-MO85UdUcnbKzNX",1,"Robot",1
"844","-M9oz-MO85UdUcnbKzNX",2,"Automatizado",1
"845","-M9oz-MO85UdUcnbKzNX",3,"Patrón",1
"846","-M9oz-MO85UdUcnbKzNX",4,"Estereotipo",1
"847","-M9oz-MO85UdUcnbKzNX",5,"Programado",1
"848","-M9yfqavlSJSIDt5M2fM",1,"Machine learning",9
"849","-M9yfqavlSJSIDt5M2fM",2,"sesgo",2
"850","-M9yfqavlSJSIDt5M2fM",3,"automatización",9
"851","-M9yfqavlSJSIDt5M2fM",4,"decisión",7
"852","-M9yfqavlSJSIDt5M2fM",5,"escalabilidad",9
"853","-MA-hA3Hxmabxz2VRe3c",1,"Pensamientos",2
"854","-MA-hA3Hxmabxz2VRe3c",2,"Avance",7
"855","-MA-hA3Hxmabxz2VRe3c",3,"Humanidad",2
"856","-MA-hA3Hxmabxz2VRe3c",4,"Aceptación",8
"857","-MA-hA3Hxmabxz2VRe3c",5,"Ciencia",8
"858","-MA0KkyZtLDibZCMfSQt",1,"Robot",10
"859","-MA0KkyZtLDibZCMfSQt",2,"Funcionalidad",10
"860","-MA0KkyZtLDibZCMfSQt",3,"Suplantar personas",0
"861","-MA0KkyZtLDibZCMfSQt",4,"Rendimiento",10
"862","-MA0KkyZtLDibZCMfSQt",5,"..",5
"863","-MA1arCkhDKQ7xMOcfaj",1,"Genitalidades",7
"864","-MA1arCkhDKQ7xMOcfaj",2,"Percepción",2
"865","-MA1arCkhDKQ7xMOcfaj",3,"Control",2
"866","-MA1arCkhDKQ7xMOcfaj",4,"Vigilancia",0
"867","-MA1arCkhDKQ7xMOcfaj",5,"Robot",3
"868","-MA1jGfKPxAs00IYpeJ8",1,"automático",10
"869","-MA1jGfKPxAs00IYpeJ8",2,"autónomo",3
"870","-MA1jGfKPxAs00IYpeJ8",3,"rapido",7
"871","-MA1jGfKPxAs00IYpeJ8",4,"robótico",5
"872","-MA1jGfKPxAs00IYpeJ8",5,"avance",5
"873","-MA5Xz0DhKQ9W9W11_QN",1,"Chip",1
"874","-MA5Xz0DhKQ9W9W11_QN",2,"Computadoras",9
"875","-MA5Xz0DhKQ9W9W11_QN",3,"Robots",10
"876","-MA5Xz0DhKQ9W9W11_QN",4,"Pc",7
"877","-MA5Xz0DhKQ9W9W11_QN",5,"Matematicas",5
"878","-MA6F16-Wo1BfNAWEpsy",1,"Programado",7
"879","-MA6F16-Wo1BfNAWEpsy",2,"Limitación de respuestas",3
"880","-MA6F16-Wo1BfNAWEpsy",3,"Suplantación",2
"881","-MA6F16-Wo1BfNAWEpsy",4,"Simulación",2
"882","-MA6F16-Wo1BfNAWEpsy",5,"Falso",1
"883","-MA6YvU4jf-qKST7p-FJ",1,"Robots",5
"884","-MA6YvU4jf-qKST7p-FJ",2,"Salud",10
"885","-MA6YvU4jf-qKST7p-FJ",3,"Contaminación",0
"886","-MA6YvU4jf-qKST7p-FJ",4,"Estudio",10
"887","-MA6YvU4jf-qKST7p-FJ",5,"Armas",0
"888","-MA6nmKBZqCOCsdppkTq",1,"Robot",9
"889","-MA6nmKBZqCOCsdppkTq",2,"Computadora",10
"890","-MA6nmKBZqCOCsdppkTq",3,"Cerebro",10
"891","-MA6nmKBZqCOCsdppkTq",4,"Internet",10
"892","-MA6nmKBZqCOCsdppkTq",5,"Celular",10
"893","-MA6ntXunepRS-LEXD9_",1,"Imposición",0
"894","-MA6ntXunepRS-LEXD9_",2,"Coeficiente",5
"895","-MA6ntXunepRS-LEXD9_",3,"Medición",0
"896","-MA6ntXunepRS-LEXD9_",4,"Amplitud",8
"897","-MA6ntXunepRS-LEXD9_",5,"Sistemas",5
"898","-MA7ZY4NFU1XEhDm8VsB",1,"Avance",10
"899","-MA7ZY4NFU1XEhDm8VsB",2,"Automatización",10
"900","-MA7ZY4NFU1XEhDm8VsB",3,"Calidad de Vida",10
"901","-MA7ZY4NFU1XEhDm8VsB",4,"Productividad",10
"902","-MA7ZY4NFU1XEhDm8VsB",5,"Tecnología",10
"903","-MA9Ncy2JAxQ25OmA4ps",1,"robots",10
"904","-MA9Ncy2JAxQ25OmA4ps",2,"dispositivos inteligentes",8
"905","-MA9Ncy2JAxQ25OmA4ps",3,"watson de ibm",7
"906","-MA9Ncy2JAxQ25OmA4ps",4,"avances tecnológicos",10
"907","-MA9Ncy2JAxQ25OmA4ps",5,"deshumanización",0
"908","-MH3YRdLAvMcdgwwJrBV",1,"Robotica",9
"909","-MH3YRdLAvMcdgwwJrBV",2,"Aislamiento",9
"910","-MH3YRdLAvMcdgwwJrBV",3,"Medicina",8
"911","-MH3YRdLAvMcdgwwJrBV",4,"Automatizacion",10
"912","-MH3YRdLAvMcdgwwJrBV",5,"Puestos de trabajo",1
"913","-MH3ZgbzWw7N5CRf4Zb1",1,"Ciencia Ficcion",10
"914","-MH3ZgbzWw7N5CRf4Zb1",2,"Nuevas Tecnologias",8
"915","-MH3ZgbzWw7N5CRf4Zb1",3,"Dependencia",3
"916","-MH3ZgbzWw7N5CRf4Zb1",4,"Nuevos Puestos de Trabajo",8
"917","-MH3ZgbzWw7N5CRf4Zb1",5,"Extraccion de datos sin consentimiento",0
"918","-MH8d5tcMhm50fRDcXrD",1,"robot",3
"919","-MH8d5tcMhm50fRDcXrD",2,"tecnologìa",6
"920","-MH8d5tcMhm50fRDcXrD",3,"ciencia",5
"921","-MH8d5tcMhm50fRDcXrD",4,"trabajo",4
"922","-MH8d5tcMhm50fRDcXrD",5,"reemplazo",2
"923","-MH8d5tcMhm50fRDcXrD",6,"futuro",4
"924","-MISOjR8AykfHLjmjIXV",1,"tecnologia",7
"925","-MISOjR8AykfHLjmjIXV",2,"robotica",5
"926","-MISOjR8AykfHLjmjIXV",3,"ingenieria",6
"927","-MISOjR8AykfHLjmjIXV",4,"sobre inteligencia",3
"928","-MISOjR8AykfHLjmjIXV",5,"control",5
"929","-MIa5AlkuV8fI-MXTLQZ",1,"tecnologia",5
"930","-MIa5AlkuV8fI-MXTLQZ",2,"robotica",5
"931","-MIa5AlkuV8fI-MXTLQZ",3,"ingenieria",5
"932","-MIa5AlkuV8fI-MXTLQZ",4,"sobre inteligencia",5
"933","-MIa5AlkuV8fI-MXTLQZ",5,"control",5
"934","-MKBEYtuexJjnjsc-ZCb",1,"Tecnología",8
"935","-MKBEYtuexJjnjsc-ZCb",2,"conocimiento",9
"936","-MKBEYtuexJjnjsc-ZCb",3,"informacion",7
"937","-MKBEYtuexJjnjsc-ZCb",4,"algoritmo",3
"938","-MKBEYtuexJjnjsc-ZCb",5,"globalidad",8
"939","-MKCn3oI0Tf1qKyXvEZ2",1,"Robot",5
"940","-MKCn3oI0Tf1qKyXvEZ2",2,"Tecnología",8
"941","-MKCn3oI0Tf1qKyXvEZ2",3,"Desempleo",2
"942","-MKCn3oI0Tf1qKyXvEZ2",4,"Competitividad",4
"943","-MKCn3oI0Tf1qKyXvEZ2",5,"Big Data",0
"944","-MKD0P4C0TA-bGd5jytp",1,"Tecnología",9
"945","-MKD0P4C0TA-bGd5jytp",2,"Ayuda",9
"946","-MKD0P4C0TA-bGd5jytp",3,"Avance científico",10
"947","-MKD0P4C0TA-bGd5jytp",4,"Robot",7
"948","-MKD0P4C0TA-bGd5jytp",5,"Poder",4
"949","-MKbJ5Ed5jR7iiuGHar5",1,"Robótica",9
"950","-MKbJ5Ed5jR7iiuGHar5",2,"cibernética",10
"951","-MKbJ5Ed5jR7iiuGHar5",3,"nanopartículas",10
"952","-MKbJ5Ed5jR7iiuGHar5",4,"automatización",10
"953","-MKbJ5Ed5jR7iiuGHar5",5,"redes neuronales",0
"954","-MKfP174lGReLtLxzj4S",1,"Salud",0
"955","-MKfP174lGReLtLxzj4S",2,"Trabajos",4
"956","-MKfP174lGReLtLxzj4S",3,"Educacion",0
"957","-MKfP174lGReLtLxzj4S",4,"Inclusion",0
"958","-MKfP174lGReLtLxzj4S",5,"Transporte",0
"959","-ML85E5fIDScNVa43NZp",1,"Robot",8
"960","-ML85E5fIDScNVa43NZp",2,"Futuro",10
"961","-ML85E5fIDScNVa43NZp",3,"Blanco",5
"962","-ML85E5fIDScNVa43NZp",4,"Mente",10
"963","-ML85E5fIDScNVa43NZp",5,"Ciencia",10
"964","-MLOCWpsq5zcw_B4ekjx",1,"computacion",9
"965","-MLOCWpsq5zcw_B4ekjx",2,"programacion",10
"966","-MLOCWpsq5zcw_B4ekjx",3,"control",1
"967","-MLOCWpsq5zcw_B4ekjx",4,"solucion de problemas",7
"968","-MLOCWpsq5zcw_B4ekjx",5,"despersonalilzación",0
"969","-MLSwNTv-pwfEi4pbLcC",1,"Robótica",10
"970","-MLSwNTv-pwfEi4pbLcC",2,"Investigación informática",10
"971","-MLSwNTv-pwfEi4pbLcC",3,"Prolog",5
"972","-MLSwNTv-pwfEi4pbLcC",4,"Redes neuronales",10
"973","-MLSwNTv-pwfEi4pbLcC",5,"Películas de ciencia ficción",5
"974","-MLSwNTv-pwfEi4pbLcC",6,"Deshumanización de servicios",0
"975","-MLYI3-4DIiw96l6YXh6",1,"computadoras",5
"976","-MLYI3-4DIiw96l6YXh6",2,"tecnología",5
"977","-MLYI3-4DIiw96l6YXh6",3,"máquinas",5
"978","-MLYI3-4DIiw96l6YXh6",4,"objetividad",5
"979","-MLYI3-4DIiw96l6YXh6",5,"frialdad",5
"980","-MLj75YRdF8OayI_YSYk",1,"Relacion",7
"981","-MLj75YRdF8OayI_YSYk",2,"Colaboracion",5
"982","-MLj75YRdF8OayI_YSYk",3,"Imitacion",2
"983","-MLj75YRdF8OayI_YSYk",4,"Manipulacion",2
"984","-MLj75YRdF8OayI_YSYk",5,"Dominancia",2
"985","-MLjFdh7FZ9HXdG4kn72",1,"Creación",7
"986","-MLjFdh7FZ9HXdG4kn72",2,"Computacion",5
"987","-MLjFdh7FZ9HXdG4kn72",3,"Humanos",4
"988","-MLjFdh7FZ9HXdG4kn72",4,"Acción",4
"989","-MLjFdh7FZ9HXdG4kn72",5,"Datos",4
"990","-MLzWVMlaghBvoodHU0o",1,"Conciencia",9
"991","-MLzWVMlaghBvoodHU0o",2,"Robot",4
"992","-MLzWVMlaghBvoodHU0o",3,"Aprendizaje",8
"993","-MLzWVMlaghBvoodHU0o",4,"Emociones",9
"994","-MLzWVMlaghBvoodHU0o",5,"Programación",5
"995","-MLzxLu_plxUcwg2yan3",1,"ROBOT",5
"996","-MLzxLu_plxUcwg2yan3",2,"MECANIZACION",5
"997","-MLzxLu_plxUcwg2yan3",3,"APARATOS",5
"998","-MLzxLu_plxUcwg2yan3",4,"ENERGIA",5
"999","-MLzxLu_plxUcwg2yan3",5,"DESEMPLEO",0
"1000","-MM0WgNNTWZX7RxcRr9t",1,"Computadoras",10
"1001","-MM0WgNNTWZX7RxcRr9t",2,"Robots",0
"1002","-MM0WgNNTWZX7RxcRr9t",3,"Dominar al hombre",0
"1003","-MM0WgNNTWZX7RxcRr9t",4,"Avance",10
"1004","-MM0WgNNTWZX7RxcRr9t",5,"Incertidumbre",2
"1005","-MM1BFTeXDsl45QJu9wV",1,"Logaritmos",6
"1006","-MM1BFTeXDsl45QJu9wV",2,"Redes neuronales",7
"1007","-MM1BFTeXDsl45QJu9wV",3,"Automatizacion",3
"1008","-MM1BFTeXDsl45QJu9wV",4,"Big data",5
"1009","-MM1BFTeXDsl45QJu9wV",5,"Robotica",6
"1010","-MM1BFTeXDsl45QJu9wV",6,"Lenguaje Proposicional",7
"1011","-MM1BFTeXDsl45QJu9wV",7,"Machines learning",8
"1012","-MM3I4Xnq8cheDO8b4Sm",1,"Progreso",8
"1013","-MM3I4Xnq8cheDO8b4Sm",2,"Miedo",4
"1014","-MM3I4Xnq8cheDO8b4Sm",3,"Responsabilidad",8
"1015","-MM3I4Xnq8cheDO8b4Sm",4,"Etica",9
"1016","-MM3I4Xnq8cheDO8b4Sm",5,"Solidaridad",9
"1017","-MM61YpZeQIAbLmBkGrN",1,"Robot",10
"1018","-MM61YpZeQIAbLmBkGrN",2,"Automatico",10
"1019","-MM61YpZeQIAbLmBkGrN",3,"Sinprivacidad",0
"1020","-MM61YpZeQIAbLmBkGrN",4,"Avisos",4
"1021","-MM61YpZeQIAbLmBkGrN",5,"Estadisticas",7
"1022","-MM86Yjoq_113AlNA7Hv",1,"Amenaza",2
"1023","-MM86Yjoq_113AlNA7Hv",2,"Control",3
"1024","-MM86Yjoq_113AlNA7Hv",3,"Pérdida de la Privacidad",1
"1025","-MM86Yjoq_113AlNA7Hv",4,"Esclavización",2
"1026","-MM86Yjoq_113AlNA7Hv",5,"Gestión",7
"1027","-MME3kIEABvjGHIETyez",1,"Robots",3
"1028","-MME3kIEABvjGHIETyez",2,"Película",6
"1029","-MME3kIEABvjGHIETyez",3,"Futuro",3
"1030","-MME3kIEABvjGHIETyez",4,"Plateado",7
"1031","-MME3kIEABvjGHIETyez",5,"Metalico",6
"1032","-MNUEENLcQ_awqZFC8rV",1,"Manipulación",10
"1033","-MNUEENLcQ_awqZFC8rV",2,"Deshumanización",10
"1034","-MNUEENLcQ_awqZFC8rV",3,"Control",10
"1035","-MNUEENLcQ_awqZFC8rV",4,"Engaño",10
"1036","-MNUEENLcQ_awqZFC8rV",5,"Desamor",10
"1037","-MNUEENLcQ_awqZFC8rV",6,"Nom",10
"1038","-MO44uJ7Wrqe4QAlSNUm",1,"robot",9
"1039","-MO44uJ7Wrqe4QAlSNUm",2,"internet de las cosas",9
"1040","-MO44uJ7Wrqe4QAlSNUm",3,"artefactos inteligentes",9
"1041","-MO44uJ7Wrqe4QAlSNUm",4,"drones",9
"1042","-MO44uJ7Wrqe4QAlSNUm",5,"simuladores",9
"1043","-MO45KPcOZowG1uKAUMA",1,"universal",9
"1044","-MO45KPcOZowG1uKAUMA",2,"superior",5
"1045","-MO45KPcOZowG1uKAUMA",3,"incomprensible",2
"1046","-MO45KPcOZowG1uKAUMA",4,"raro",2
"1047","-MO45KPcOZowG1uKAUMA",5,"extremo",6
"1048","-MO4BCVbTt84raAy3Qcs",1,"Inteligencia",10
"1049","-MO4BCVbTt84raAy3Qcs",2,"Optimizar",9
"1050","-MO4BCVbTt84raAy3Qcs",3,"Velocidad",9
"1051","-MO4BCVbTt84raAy3Qcs",4,"Deducción",8
"1052","-MO4BCVbTt84raAy3Qcs",5,"Ingenio",5
"1053","-MO50TVHcm_tZjzBvbj-",1,"infierno",0
"1054","-MO50TVHcm_tZjzBvbj-",2,"sueño imposible",1
"1055","-MO50TVHcm_tZjzBvbj-",3,"transhumanismo",0
"1056","-MO50TVHcm_tZjzBvbj-",4,"cerrazón",1
"1057","-MO50TVHcm_tZjzBvbj-",5,"contaminación",1
"1058","-MO50TVHcm_tZjzBvbj-",6,"evitable en cualquier caso",1
"1059","-MO84LCOOy-36W6ija_B",1,"Control",3
"1060","-MO84LCOOy-36W6ija_B",2,"Patron",7
"1061","-MO84LCOOy-36W6ija_B",3,"Metodologias",8
"1062","-MO84LCOOy-36W6ija_B",4,"Nomenclatura",8
"1063","-MO84LCOOy-36W6ija_B",5,"Permanencia",3
"1064","-MO8QTOjcb08SIK8g7fx",1,"Automatización de la industria",2
"1065","-MO8QTOjcb08SIK8g7fx",2,"Transhumanismo",0
"1066","-MO8QTOjcb08SIK8g7fx",3,"Control",0
"1067","-MO8QTOjcb08SIK8g7fx",4,"Desempleo",0
"1068","-MO8QTOjcb08SIK8g7fx",5,"Concentración",0
"1069","-MOAxyBAuPqM0VyZAqKM",1,"Automatizacion de tareas",8
"1070","-MOAxyBAuPqM0VyZAqKM",2,"Cambios en el trabajo",5
"1071","-MOAxyBAuPqM0VyZAqKM",3,"Mejora calidad",9
"1072","-MOAxyBAuPqM0VyZAqKM",4,"Aumento del control",3
"1073","-MOAxyBAuPqM0VyZAqKM",5,"Pérdida de la privacidad",3
"1074","-MOBPk_BX3Ws5dVzyWWn",1,"Evolución",10
"1075","-MOBPk_BX3Ws5dVzyWWn",2,"Condición humana",8
"1076","-MOBPk_BX3Ws5dVzyWWn",3,"Demanda epocal",8
"1077","-MOBPk_BX3Ws5dVzyWWn",4,"Reconfiguración cognitiva",10
"1078","-MOBPk_BX3Ws5dVzyWWn",5,"Nueva socialidad",7
"1079","-MOCEZNXV-DoYjWASg-S",1,"Rapidez",10
"1080","-MOCEZNXV-DoYjWASg-S",2,"Toma de decisión",10
"1081","-MOCEZNXV-DoYjWASg-S",3,"Interrelación de datos",10
"1082","-MOCEZNXV-DoYjWASg-S",4,"Mejora de la calidad de vida",10
"1083","-MOCEZNXV-DoYjWASg-S",5,"Reemplazo de mano de obra",10
"1084","-MOEaPDOe2Wi94EYyA9c",1,"Maquinas",6
"1085","-MOEaPDOe2Wi94EYyA9c",2,"Automatización",5
"1086","-MOEaPDOe2Wi94EYyA9c",3,"reemplazo",4
"1087","-MOEaPDOe2Wi94EYyA9c",4,"numeros",7
"1088","-MOEaPDOe2Wi94EYyA9c",5,"facilidad",5
"1089","-MOHGLVU4javceRkhAEB",1,"complejidad",5
"1090","-MOHGLVU4javceRkhAEB",2,"entramado",7
"1091","-MOHGLVU4javceRkhAEB",3,"modelado",8
"1092","-MOHGLVU4javceRkhAEB",4,"asbtraccion",7
"1093","-MOHGLVU4javceRkhAEB",5,"realidad",8
"1094","-MOHHBTx268AKZ_vK8K1",1,"robot",0
"1095","-MOHHBTx268AKZ_vK8K1",2,"homogeneizar población",0
"1096","-MOHHBTx268AKZ_vK8K1",3,"desnaturalizar el mundo",0
"1097","-MOHHBTx268AKZ_vK8K1",4,"urbanización obligatoria",0
"1098","-MOHHBTx268AKZ_vK8K1",5,"perder el espíritu",0
"1099","-MOI_T_wGnPwAbuTr_Fc",1,"tecnología",8
"1100","-MOI_T_wGnPwAbuTr_Fc",2,"robótica",8
"1101","-MOI_T_wGnPwAbuTr_Fc",3,"informática",8
"1102","-MOI_T_wGnPwAbuTr_Fc",4,"control",2
"1103","-MOI_T_wGnPwAbuTr_Fc",5,"vigilancia",2
"1104","-MOJA5-IyI0Cq2Yvnoeg",1,"Robots",10
"1105","-MOJA5-IyI0Cq2Yvnoeg",2,"Computadoras",8
"1106","-MOJA5-IyI0Cq2Yvnoeg",3,"Reconocimiento facial",7
"1107","-MOJA5-IyI0Cq2Yvnoeg",4,"Cámaras de seguridad",9
"1108","-MOJA5-IyI0Cq2Yvnoeg",5,"Herramientas de edición digital",10
"1109","-MOLvQ6Rf_0nzH1A5MKR",1,"Futuro",5
"1110","-MOLvQ6Rf_0nzH1A5MKR",2,"Desempleo",1
"1111","-MOLvQ6Rf_0nzH1A5MKR",3,"Individualismo",1
"1112","-MOLvQ6Rf_0nzH1A5MKR",4,"Aldea global",2
"1113","-MOLvQ6Rf_0nzH1A5MKR",5,"Control",2
"1114","-MOMbebly0EmxgxFiqac",1,"avance",8
"1115","-MOMbebly0EmxgxFiqac",2,"ingenio",8
"1116","-MOMbebly0EmxgxFiqac",3,"mejoras",8
"1117","-MOMbebly0EmxgxFiqac",4,"conocimientos",9
"1118","-MOMbebly0EmxgxFiqac",5,"ayuda",9
"1119","-MONEbzA-Jlym0UvY54j",1,"Robots",0
"1120","-MONEbzA-Jlym0UvY54j",2,"Computadoras",0
"1121","-MONEbzA-Jlym0UvY54j",3,"Satélite",0
"1122","-MONEbzA-Jlym0UvY54j",4,"Maquinas",0
"1123","-MONEbzA-Jlym0UvY54j",5,"Energía solar",0
"1124","-MONQ0F5dkFkOm8rP-yC",1,"futuro",10
"1125","-MONQ0F5dkFkOm8rP-yC",2,"mejorar",10
"1126","-MONQ0F5dkFkOm8rP-yC",3,"interesante",10
"1127","-MONQ0F5dkFkOm8rP-yC",4,"descubrimiento",10
"1128","-MONQ0F5dkFkOm8rP-yC",5,"ayuda",10
"1129","-MONwkLMxD4lF2rZfmfN",1,"Programación",10
"1130","-MONwkLMxD4lF2rZfmfN",2,"Sistema operativo",10
"1131","-MONwkLMxD4lF2rZfmfN",3,"Nano chip",10
"1132","-MONwkLMxD4lF2rZfmfN",4,"Realidad virtual",5
"1133","-MONwkLMxD4lF2rZfmfN",5,"Robótica",5
"1134","-MOUie1lS4spfUxXwR06",1,"Robot",3
"1135","-MOUie1lS4spfUxXwR06",2,"Computadora",0
"1136","-MOUie1lS4spfUxXwR06",3,"Internet",7
"1137","-MOUie1lS4spfUxXwR06",4,"Nanobots",8
"1138","-MOUie1lS4spfUxXwR06",5,"Biotecnología",6
"1139","-MOV9pskfCm-iDmC3hc4",1,"Tecnologías",10
"1140","-MOV9pskfCm-iDmC3hc4",2,"Avances",10
"1141","-MOV9pskfCm-iDmC3hc4",3,"Progreso",10
"1142","-MOV9pskfCm-iDmC3hc4",4,"Nuevos conocimientos",10
"1143","-MOV9pskfCm-iDmC3hc4",5,"Máquinas",3
"1144","-MOWW1PozslL7zQ3Uu5m",1,"Robótica",10
"1145","-MOWW1PozslL7zQ3Uu5m",2,"Desempleo",0
"1146","-MOWW1PozslL7zQ3Uu5m",3,"Ciencia",5
"1147","-MOWW1PozslL7zQ3Uu5m",4,"Contaminación",0
"1148","-MOWW1PozslL7zQ3Uu5m",5,"Tecnologías",10
"1149","-MOXhP4FlGqK77DBvz40",1,"Software",6
"1150","-MOXhP4FlGqK77DBvz40",2,"Tecnología",6
"1151","-MOXhP4FlGqK77DBvz40",3,"Máquina",2
"1152","-MOXhP4FlGqK77DBvz40",4,"Datos",4
"1153","-MOXhP4FlGqK77DBvz40",5,"Diseño",1
"1154","-MOYSg15dAwtcKT9jwb-",1,"Control",10
"1155","-MOYSg15dAwtcKT9jwb-",2,"Datos",10
"1156","-MOYSg15dAwtcKT9jwb-",3,"Conocimiento",10
"1157","-MOYSg15dAwtcKT9jwb-",4,"Razonamiento",5
"1158","-MOYSg15dAwtcKT9jwb-",5,"Decisión",5
"1159","-MO_9xneLt__gTFU_46U",1,"Avances",10
"1160","-MO_9xneLt__gTFU_46U",2,"Innovación",9
"1161","-MO_9xneLt__gTFU_46U",3,"Desarrollo",8
"1162","-MO_9xneLt__gTFU_46U",4,"Desigualdades",1
"1163","-MO_9xneLt__gTFU_46U",5,"Precarización laboral",0
"1164","-MOd4tdpZfpdFSlywxdQ",1,"Técnologia",10
"1165","-MOd4tdpZfpdFSlywxdQ",2,"Futuro",10
"1166","-MOd4tdpZfpdFSlywxdQ",3,"Novedoso",10
"1167","-MOd4tdpZfpdFSlywxdQ",4,"Avance",10
"1168","-MOd4tdpZfpdFSlywxdQ",5,"Creatividad",10
"1169","-MOfWTrBF6boTpmNPSv5",1,"ALGORITMOS",10
"1170","-MOfWTrBF6boTpmNPSv5",2,"DATOS",10
"1171","-MOfWTrBF6boTpmNPSv5",3,"INFORMACION",10
"1172","-MOfWTrBF6boTpmNPSv5",4,"CAPACIDADES",10
"1173","-MOfWTrBF6boTpmNPSv5",5,"MAQUINA",10
"1174","-MOgqe6EI9T4o52g0oXQ",1,"Maquina",7
"1175","-MOgqe6EI9T4o52g0oXQ",2,"Robot",8
"1176","-MOgqe6EI9T4o52g0oXQ",3,"Big data",7
"1177","-MOgqe6EI9T4o52g0oXQ",4,"Tecnologia",8
"1178","-MOgqe6EI9T4o52g0oXQ",5,"Computadora",8
"1179","-MOhMYZ-m8Uf7ky4MVlJ",1,"robot",8
"1180","-MOhMYZ-m8Uf7ky4MVlJ",2,"datos",5
"1181","-MOhMYZ-m8Uf7ky4MVlJ",3,"redes",5
"1182","-MOhMYZ-m8Uf7ky4MVlJ",4,"aprendizaje automatico",9
"1183","-MOhMYZ-m8Uf7ky4MVlJ",5,"modelo",7
"1184","-MOic79KVG1CC3Ibn8Ss",1,"Rapidez",10
"1185","-MOic79KVG1CC3Ibn8Ss",2,"Comodidad",10
"1186","-MOic79KVG1CC3Ibn8Ss",3,"Practicidad",10
"1187","-MOic79KVG1CC3Ibn8Ss",4,"Internet de las cosas",10
"1188","-MOic79KVG1CC3Ibn8Ss",5,"Conexion",10
"1189","-MOpsxdwhjYJv26Z-LMR",1,"robot",2
"1190","-MOpsxdwhjYJv26Z-LMR",2,"computadora",10
"1191","-MOpsxdwhjYJv26Z-LMR",3,"internet",10
"1192","-MOpsxdwhjYJv26Z-LMR",4,"celular",10
"1193","-MOpsxdwhjYJv26Z-LMR",5,"pantalla",5
"1194","-MOsVmvcw5WBmwoSB-aB",1,"Redes",10
"1195","-MOsVmvcw5WBmwoSB-aB",2,"Control",0
"1196","-MOsVmvcw5WBmwoSB-aB",3,"Datos",10
"1197","-MOsVmvcw5WBmwoSB-aB",4,"Tecnologia",10
"1198","-MOsVmvcw5WBmwoSB-aB",5,"Ciencia",10
"1199","-MOyXrvJ1mL5fnXfpHbD",1,"robot",2
"1200","-MOyXrvJ1mL5fnXfpHbD",2,"algoritomos",3
"1201","-MOyXrvJ1mL5fnXfpHbD",3,"programacion",4
"1202","-MOyXrvJ1mL5fnXfpHbD",4,"deshumanizacion",0
"1203","-MOyXrvJ1mL5fnXfpHbD",5,"dominio",1
"1204","-MP0JfUkhCLye9ojZooh",1,"Exclusion",10
"1205","-MP0JfUkhCLye9ojZooh",2,"Progreso",5
"1206","-MP0JfUkhCLye9ojZooh",3,"Ciencia",1
"1207","-MP0JfUkhCLye9ojZooh",4,"Ciencia",2
"1208","-MP0JfUkhCLye9ojZooh",5,"Comunidades",2
"1209","-MP25kaF20LiPNuU9RmD",1,"Tecnologia",5
"1210","-MP25kaF20LiPNuU9RmD",2,"Hombre",5
"1211","-MP25kaF20LiPNuU9RmD",3,"Etica",5
"1212","-MP25kaF20LiPNuU9RmD",4,"Creación",5
"1213","-MP25kaF20LiPNuU9RmD",5,"Presente",5
"1214","-MP2NvbjNPxfczRGLSe6",1,"Progreso",10
"1215","-MP2NvbjNPxfczRGLSe6",2,"Innovación",10
