Timestamp,Primera palabra,Segunda palabra,Tercera palabra,Cuarta palabra,Quinta palabra,"Para trámites cotidianos, prefiero interactuar con un sistema de Inteligencia Artificial, antes que con un ser humano",Me pone incómodo pensar en los usos futuros de la Inteligencia Artificial,La Inteligencia Artificial puede tener impactos positivos en el bienestar de las personas,Las personas como yo sufrirán si la Inteligencia Artificial se usa cada vez más,La Inteligencia Artificial podría tomar el control de las personas,Un sistema con Inteligencia Artificial podría ser mejor que un trabajador humano en muchas tareas rutinarias,Los sistemas de Inteligencia Artificial pueden ayudar a las personas a sentirse más felices,La Inteligencia Artificial es emocionante,Creo que la Inteligencia Artificial es peligrosa,La Inteligencia Artificial puede brindar nuevas oportunidades económicas para la sociedad,Hay muchas aplicaciones beneficiosas de la Inteligencia Artificial,Los sistemas de Inteligencia Artificial pueden desempeñarse mejor que los seres humanos,La Inteligencia Artificial me parece siniestra,Me asombra lo que la Inteligencia Artificial puede hacer,La inteligencia artificial se utiliza para espiar a las personas,Gran parte de la sociedad se beneficiará de un futuro lleno de Inteligencia Artificial,Me gustaría utilizar Inteligencia Artificial en mi propio trabajo,¿Del 1 al 10 cómo calificaría su conocimiento sobre Inteligencia Artificial?,¿Del 1 al 10 cómo calificaría su experiencia sobre Inteligencia Artificial?,"Instagram, Facebook, Twitter, TikTok y similares","Youtube, Netflix, Spotify y similares","PedidosYa, Uber, MercadoLibre y similares","Chat-GPT, Dall-E, Bard y similares",Asistentes virtuales,Robots y artefactos automatizados,Soy el alma de las fiestas,Empatizo con lo que sienten los demás,Hago mis tareas de inmediato,Tengo cambios frecuentes en mi estado de ánimo,Tengo una gran imaginación,No suelo hablar mucho,No me interesan mucho los problemas de los demás,Usualmente me olvido de volver a guardar las cosas en su lugar,Suelo estar relajado/a la mayor parte del tiempo,No me interesan las ideas abstractas,Hablo con muchas personas diferentes en las fiestas,Puedo sentir las emociones que sienten los demás,Me gusta el orden,Me enojo fácilmente,Tengo dificultad para entender ideas abstractas,No me gusta llamar la atención,No me interesan realmente los demás,Soy algo desordenado/a,Raras veces me siento triste,No tengo una buena imaginación,Edad (años),Género,Máximo nivel de estudio (completo o en curso),¿Cuál de las siguientes opciones describe mejor su principal actividad u ocupación?
4/23/2024 9:36:41,Velocidad,Pensamiento,Artificial,no se,no se,3,4,4,2,1,5,3,5,4,5,5,4,3,5,3,3,4,6,6,4,4,3,2,2,1,3,3,3,2,4,2,2,3,3,1,4,4,4,3,1,2,1,2,4,3,55,Varón,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/23/2024 12:22:59,Ficticio,Herramienta,Fraude,Oportunidad ,Miedo,2,3,4,2,1,3,2,4,4,2,4,2,2,4,4,2,4,6,5,4,4,2,2,1,4,4,4,3,2,4,1,1,2,3,1,4,3,4,2,1,2,1,2,3,1,35,Varón,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
4/23/2024 13:32:40,Innovación,Colaboración,Intriga,Desafío,curiosidad,2,1,4,1,1,3,5,5,1,5,5,5,1,4,1,4,5,5,9,4,4,3,3,2,4,3,5,2,3,4,3,2,3,2,2,2,4,3,2,2,4,2,3,2,1,49,Varón,Posgrado,"Ocupado/a en comunicación, arte, deportes, o entretenimiento"
4/23/2024 13:47:51,Cansancio,Inquietud,Negocio,Preocupación ,Vejez,1,5,3,3,2,1,2,2,5,3,5,1,2,5,5,3,3,4,2,4,4,3,1,2,2,3,5,3,1,4,2,1,1,1,1,2,5,5,2,1,3,1,1,4,1,58,Mujer,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/24/2024 15:38:48,Poder,Posibilidad,Riesgo,Peligro,Tecnologia,1,4,3,4,5,5,3,4,5,5,4,5,4,5,5,2,4,4,6,2,4,2,3,2,2,2,4,3,2,4,5,2,2,2,1,2,2,5,3,2,4,2,4,2,2,33,Varón,Universitario o terciario,Entre trabajos o buscando empleo
4/24/2024 22:44:25,Computadora ,Ayuda,Desafío ,Plagio,Complicado ,3,4,4,3,3,5,3,4,3,5,5,3,1,5,3,4,5,7,7,4,4,3,2,1,1,1,5,1,4,5,2,1,3,1,1,3,4,3,3,1,5,1,5,3,1,54,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
4/24/2024 22:50:51,Imagen,Cuenta,Tarea,Adolescentes ,Trabajo ,2,1,3,2,3,3,4,2,2,5,5,5,1,5,1,3,4,4,8,4,4,4,4,4,1,3,4,4,3,5,4,1,2,1,1,5,4,5,5,1,5,1,3,2,1,44,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/24/2024 22:54:56,Apertura,Crecimiento ,Innovación ,Cambio,Futuro ,5,1,5,1,1,4,1,5,1,4,5,4,1,5,4,4,4,7,7,4,4,2,4,3,3,3,4,4,4,5,1,1,2,1,1,5,4,4,2,2,2,1,3,4,1,51,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
4/24/2024 23:02:39,Copia,Automático ,Simulación ,Irreal ,Opción ,1,2,3,5,3,1,1,1,3,3,3,1,5,4,5,3,1,2,2,4,4,3,1,2,2,4,5,5,5,5,1,3,1,1,2,1,3,5,4,4,4,1,1,5,1,48,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/25/2024 7:16:05,Progreso ,Simplicidad ,Avance,Fin de los tiempos ,Revolución ,2,5,5,5,3,5,1,5,5,5,5,3,3,5,5,5,5,4,10,4,4,4,3,1,4,1,5,5,4,3,3,1,1,1,1,3,5,5,5,2,1,1,1,3,1,41,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/25/2024 15:23:03,tecnologia,simplicidad,rapidez,precaucion,datos,1,4,4,2,3,4,1,2,5,2,5,2,1,5,2,4,3,3,3,4,4,2,4,1,1,3,5,4,1,3,4,1,1,2,2,4,4,5,2,1,5,2,1,4,2,23,Mujer,Universitario o terciario,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/26/2024 9:03:18,Rapidez,Procesamiento ,Amplitud ,Tecnología ,Ingenio,3,2,2,2,2,2,2,4,2,5,5,2,2,2,4,2,4,4,4,3,4,3,3,1,1,1,4,4,2,5,2,2,2,1,1,2,3,5,1,2,5,2,3,1,1,30,Mujer,Universitario o terciario,Estudiante
4/26/2024 20:25:51,Maquina,Robot,Cerebro,Digital,Imitación,4,2,2,1,1,3,5,5,3,5,5,2,4,3,1,3,1,4,4,4,4,1,2,1,1,1,2,1,1,2,5,5,2,3,3,1,1,5,2,5,5,3,3,1,4,27,Varón,Universitario o terciario,Estudiante
4/27/2024 13:20:39,Futuro,Llegó,Crisis,Oportunidad,Incognita,4,3,4,3,3,4,2,4,3,4,4,3,3,4,3,4,4,7,7,4,4,4,3,4,4,3,4,4,2,4,2,2,2,2,1,2,2,4,2,2,4,2,2,4,2,64,Varón,Universitario o terciario,Ocupado/a en administración o gestión
4/27/2024 17:46:32,Catastrofe,velocidad,reemplazo,futuro,Maquina,1,5,3,4,3,5,1,2,5,3,4,4,4,5,3,2,2,5,3,4,4,2,2,2,1,1,4,1,2,3,5,2,1,2,1,1,3,3,3,1,4,2,5,2,2,28,Varón,Universitario o terciario,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/28/2024 16:57:52,Rapidez,Riesgo ,Comodidad,Pasividad ,Avances,2,4,3,4,4,3,1,4,5,4,4,2,2,5,4,3,2,5,3,4,4,2,2,2,1,3,5,3,3,4,1,1,3,4,3,4,5,3,2,2,4,1,4,2,2,37,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/29/2024 6:30:28,Avances,Tecnología,Desarrollo,Riesgos,Futuro,1,2,3,3,2,3,3,3,4,3,4,2,2,4,1,2,3,3,1,4,2,2,1,1,1,3,5,4,2,3,3,1,2,3,2,3,4,5,3,2,5,1,2,3,2,42,Mujer,Posgrado,Ocupado/a en servicios de salud
4/29/2024 8:12:00,Futuro,Progreso,Crecimiento,Resolucion,Ayuda,5,1,5,1,1,5,5,5,1,5,5,5,1,5,1,5,5,7,8,4,4,4,4,4,2,4,5,5,3,4,2,2,1,4,1,4,3,5,3,1,2,1,1,2,1,53,Mujer,Universitario o terciario,Ocupado/a en servicios de salud
4/29/2024 8:44:46,Herramienta de trabajo,Iinformativa,Imprecisa,Superficial,Recurso pedagógica ,4,3,4,4,1,3,3,3,4,4,4,1,3,3,1,4,4,6,6,3,2,3,2,1,1,4,2,2,3,4,3,1,2,2,1,1,5,5,3,2,1,1,3,2,3,58,Varón,Posgrado,Ocupado/a en servicios de salud
4/29/2024 8:56:37,Computadora ,Pensar,Resolución de problemas ,Recurso,Idealización ,1,3,4,2,2,3,3,3,2,3,4,3,2,4,3,3,3,2,2,4,3,1,2,3,1,3,4,2,1,2,1,2,3,2,4,4,5,3,4,2,4,2,5,4,4,40,Mujer,Universitario o terciario,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/29/2024 9:11:53,Programa ,Información ,Informatica,Resolución ,Problema ,3,1,3,1,1,5,2,3,1,2,4,3,1,4,1,2,2,5,4,3,3,2,3,1,2,1,4,4,1,2,2,2,1,1,2,3,2,2,1,1,2,1,3,4,1,58,Varón,Posgrado,Ocupado/a en servicios de salud
4/29/2024 9:13:17,"Rapido, ",Practico,Fluido,Permeable,Capaz,2,2,4,2,2,3,3,4,4,4,3,4,1,4,2,4,4,6,6,4,4,3,3,2,1,3,5,3,4,2,2,2,1,2,2,3,4,5,2,2,2,1,1,1,2,26,Mujer,Universitario o terciario,Ocupado/a en servicios de salud
4/29/2024 9:25:54,Miedo,Humano,Robot ,Mecánico ,Tecnología ,5,1,5,1,1,5,3,5,1,5,5,3,1,3,3,2,2,5,5,4,4,2,2,4,1,3,3,3,2,3,3,2,1,2,1,2,3,1,3,1,2,1,1,3,3,39,Varón,Universitario o terciario,Ocupado/a en ventas y actividades comerciales
4/29/2024 10:50:09,Esclavitud,Dependencia,Dominio,Obligacion,Herramienta,2,4,3,4,5,4,2,2,4,4,3,4,4,4,5,2,1,8,4,1,3,3,1,1,1,1,3,2,4,4,2,2,4,1,1,1,1,1,1,1,5,2,5,1,1,41,Varón,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
4/29/2024 11:12:02,Ayuda,Desconfianza,Criterios,Revisión,Evolución,3,4,5,1,1,4,3,3,1,5,5,5,1,5,3,5,5,7,7,4,3,2,3,2,1,4,5,5,3,5,1,1,3,2,1,4,4,5,2,1,3,1,3,2,1,61,Mujer,Posgrado,Ocupado/a en servicios de salud
4/29/2024 11:18:32,Trampa,Plagio,Ayuda,Herramienta,Diversión,1,3,4,2,4,4,2,4,4,2,4,3,2,4,5,3,4,5,4,4,4,2,2,2,2,3,4,5,1,4,2,1,1,3,1,3,4,5,1,1,3,1,1,3,4,32,Mujer,Posgrado,Ocupado/a en servicios de salud
4/29/2024 11:36:06,Computadora,Estadística ,Programación ,Error,Cuidado,5,2,5,5,1,4,2,5,3,4,5,4,1,5,3,5,4,2,3,4,4,4,2,2,3,1,5,5,5,5,2,1,1,2,1,1,5,5,2,1,5,1,1,2,1,47,Mujer,Posgrado,Ocupado/a en servicios de salud
4/29/2024 13:17:35,computadora,futuro,incertidumbre,ciencia ficción,desafío,1,3,5,4,5,1,1,3,4,4,5,1,1,5,5,2,3,1,1,4,3,2,1,2,1,1,5,4,1,5,1,1,4,1,1,5,5,4,1,1,5,1,4,3,1,59,Mujer,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/29/2024 13:39:56,Rapidez,Reemplazo ,Tecnología ,Avsnces,Cambio,4,2,4,1,3,2,1,3,2,4,5,3,1,4,1,3,2,4,4,3,4,2,2,2,1,1,4,5,2,4,1,1,1,3,2,4,4,4,2,4,4,1,1,4,2,51,Mujer,Posgrado,Ocupado/a en servicios de salud
5/3/2024 17:25:19,Regulaciones,Robots,Riesgos,Desempleo,Complejo,2,5,3,4,2,5,3,4,4,3,3,5,5,5,5,1,3,5,5,4,4,2,4,2,1,1,5,3,2,5,5,1,3,2,1,1,5,5,1,1,4,1,3,1,1,34,Mujer,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
5/4/2024 9:27:57,Copia,Irreal,Es como un sueño interpretado,Miedo,Tonos oscuros,1,5,3,5,4,1,1,2,5,2,3,1,5,4,5,1,1,7,7,3,2,1,1,2,1,3,5,4,5,4,3,1,5,3,3,3,2,5,3,3,5,1,2,1,5,33,Mujer,Universitario o terciario,
5/4/2024 11:14:46,Ubicuidad,Conciencia,Derechos,Libertad,Preocupacion,1,5,2,4,4,4,1,4,5,4,4,2,4,4,5,2,2,2,1,4,4,2,1,2,1,3,4,4,2,4,3,1,2,3,1,4,5,4,4,1,2,1,2,2,1,76,Varón,Posgrado,Ocupado/a en servicios de salud
5/4/2024 17:35:16,robots,chat gtp,datos,rapidez,volumen,2,5,4,3,3,2,1,1,5,3,4,1,4,5,4,2,3,4,6,4,4,2,2,1,1,3,4,3,3,4,1,2,4,2,3,4,1,5,4,4,3,2,2,3,2,33,Mujer,Universitario o terciario,Ocupado/a en administración o gestión
5/5/2024 13:14:11,asistencia,posible,difícil,inquietante,futuro,2,3,5,2,2,5,3,4,4,5,5,3,1,5,3,4,4,3,2,4,3,3,1,2,1,3,5,4,2,4,4,1,3,4,2,3,5,4,1,1,3,1,3,2,1,59,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
5/5/2024 22:09:49,Computadora,Redes sociales,Algoritmo,Robot,Técnica,1,4,4,3,3,4,1,4,5,3,4,2,4,5,5,3,4,2,2,4,4,4,2,2,1,3,5,2,5,3,2,1,2,1,1,3,5,4,5,3,4,1,3,1,4,28,Mujer,Universitario o terciario,Ocupado/a en administración o gestión
5/7/2024 11:32:10,Ayuda,Facilidad,Accesibilidad,Respuestas,Productividad,3,3,5,2,2,3,2,4,5,5,5,3,3,5,2,4,5,4,6,4,4,3,3,2,1,3,5,4,3,5,1,2,3,3,1,3,2,3,3,1,4,1,4,3,1,24,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
5/7/2024 14:12:33,ROBOT,ESTUDIO,FUTURO,RESPONSABILIDAD,APLICACION,1,3,3,2,3,2,2,3,3,3,3,3,1,3,5,3,3,2,2,1,2,1,1,1,2,4,4,4,2,3,1,1,1,4,3,5,4,2,3,3,3,1,2,4,3,50,Mujer,Posgrado,Ocupado/a en administración o gestión
5/7/2024 15:48:26,ayuda,ideas,rapidez,facilidad,recurso,2,1,5,1,1,3,3,3,2,5,5,2,1,3,1,4,3,5,7,4,4,4,3,3,3,2,4,4,2,4,2,1,2,1,1,3,4,3,2,1,3,1,3,3,1,60,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
5/8/2024 11:47:43,tecnología,red,comunicación,propuesta,trayecto,2,3,4,2,1,3,3,4,4,4,5,4,2,4,2,3,3,5,2,4,3,3,1,2,1,2,5,3,4,2,2,1,2,2,2,3,5,5,5,2,5,1,4,2,3,33,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
5/8/2024 14:03:58,robot,automatización,asombro,incertidumbre,enigma,4,3,4,2,3,4,3,3,3,3,4,3,2,5,3,3,4,6,6,4,4,3,2,2,1,1,4,4,2,2,4,2,1,3,1,1,4,5,4,2,4,2,1,3,3,43,Mujer,Universitario o terciario,Ocupado/a en administración o gestión
5/8/2024 14:16:25,Evolución,desarrollo,conocimiento,asistencia,soporte,3,2,5,1,1,5,1,4,1,5,5,4,1,2,2,4,3,9,9,4,4,3,4,4,4,3,4,2,1,4,2,2,4,3,3,2,4,2,2,3,3,2,4,4,4,46,Varón,Secundario,Ocupado/a en matemáticas o computación
5/9/2024 20:15:55,Innovación,Creación,Contenido,Peligroso,Progreso,3,4,4,3,3,2,1,3,4,4,4,4,2,4,4,3,4,7,7,4,4,2,4,1,1,3,4,2,4,4,3,2,4,2,2,3,4,2,4,2,5,2,4,2,2,25,Varón,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
5/9/2024 21:51:16,Herramienta,Complemento,Facilidad,Transhumanismo,Cibernética,5,2,4,2,1,5,3,3,3,5,5,2,1,3,3,3,5,8,8,2,4,3,4,1,1,1,2,2,4,5,3,2,4,1,1,1,2,2,5,1,3,2,5,1,1,24,Varón,Universitario o terciario,"Ocupado/a en ciencias sociales, físicas o de la vida"
5/10/2024 13:55:19,tecnologia,avances,innovación,agilidad,productividad,3,4,5,5,2,3,4,5,2,5,4,4,1,5,2,5,5,7,4,4,4,4,2,3,1,4,5,5,2,5,1,1,1,1,3,5,5,5,1,3,4,1,1,4,1,48,Mujer,Universitario o terciario,Ocupado/a en administración o gestión
5/10/2024 14:10:44,Robot,Búsqueda,Herramienta,Desarrollo,Cuidado,2,3,2,1,1,4,1,1,2,3,5,2,1,4,2,4,1,6,4,4,4,2,2,1,1,1,5,4,1,3,5,2,3,4,2,2,2,5,1,4,5,1,3,4,2,25,Varón,Universitario o terciario,"Ocupado/a en comunicación, arte, deportes, o entretenimiento"
5/10/2024 14:24:33,herramienta,utilidad,velocidad,responsabilidad,adaptación,2,3,2,3,1,3,1,3,4,2,4,1,3,5,4,2,3,6,8,4,3,3,2,1,1,3,5,4,2,4,1,2,4,3,2,3,4,5,3,3,3,1,2,3,2,35,Varón,Universitario o terciario,Ocupado/a en administración o gestión
5/10/2024 14:35:45,Futuro,Robot,Avance,Intelegencia,Datos,1,5,5,4,4,5,4,5,4,3,5,3,3,5,4,4,4,7,8,4,4,4,4,2,2,5,5,4,4,5,1,2,3,2,2,5,4,4,2,3,3,2,3,3,1,45,Mujer,Universitario o terciario,"Ocupado/a en comunicación, arte, deportes, o entretenimiento"
5/11/2024 14:24:55,Tecnologia,Robots,Ciencia ,Futuro,Cambios,1,3,5,2,1,3,1,3,3,5,4,3,1,5,3,3,4,6,5,4,4,3,1,3,4,4,5,5,1,5,3,1,4,2,3,4,4,3,3,3,1,5,3,3,1,40,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
5/11/2024 21:11:25,Dispositivo,Aplicacion,Chat gpt,Prompt,Facil,3,5,3,4,5,1,2,3,5,3,3,1,3,5,4,3,1,5,4,4,4,2,1,2,2,1,5,4,1,4,1,1,1,3,1,4,4,5,1,1,5,1,1,4,1,48,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
5/13/2024 11:18:51,gpt,generativa,saber,copiloto,respuestas,4,4,5,1,1,5,4,5,3,5,5,3,1,5,4,5,5,7,8,2,4,2,4,2,2,2,4,5,1,4,2,2,1,5,1,3,5,5,1,2,1,1,1,4,4,44,Mujer,Universitario o terciario,Ocupado/a en matemáticas o computación
5/14/2024 13:43:21,Presente,Futuro,Tecnología,Posibilidades,Avance,2,4,4,4,4,3,3,4,3,3,3,3,4,5,4,2,3,3,3,2,4,3,2,2,1,3,4,5,4,5,4,2,1,3,3,2,4,5,3,2,4,2,1,3,1,40,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
5/17/2024 12:03:33,Tecnología,Digitalidad,Aceleración,Automatización,Desarollo,3,2,5,3,1,3,1,3,2,3,5,3,1,5,1,3,5,7,7,4,4,3,3,2,1,3,5,5,1,3,2,1,2,4,1,2,3,5,1,1,3,1,2,3,1,23,Varón,Universitario o terciario,Estudiante
